234
0	1	48
0	2	33
0	3	28
0	4	24
0	5	1
0	6	1
0	7	4
0	13	1
0	14	2
0	23	3
1	2	82
1	3	79
1	4	110
1	5	2
1	6	1
1	7	1
1	14	2
1	29	1
1	30	1
1	36	1
1	37	2
1	48	1
2	3	64
2	4	74
2	5	6
2	6	2
2	7	5
2	8	1
2	13	2
2	30	1
3	4	35
3	5	1
3	6	4
3	7	3
3	13	1
3	30	1
4	5	1
4	6	1
4	7	5
4	8	1
4	11	1
4	14	1
4	18	1
4	26	1
4	28	1
4	30	2
4	48	1
4	77	2
4	78	1
4	79	1
5	6	40
5	7	29
5	13	6
5	14	7
6	7	40
6	8	1
6	13	6
6	14	2
7	13	3
7	14	2
7	15	1
9	10	43
10	28	1
10	43	21
10	55	48
10	56	2
10	57	1
10	73	3
11	12	66
11	14	1
11	16	1
11	21	1
11	22	1
11	25	1
11	28	1
11	35	1
11	36	1
12	22	1
13	14	33
16	17	28
16	18	63
16	25	1
16	26	1
16	28	1
16	33	1
16	34	1
16	36	1
16	39	1
17	18	36
17	28	2
17	34	1
17	47	1
18	26	1
18	39	1
19	20	90
19	21	17
19	22	54
19	24	2
19	25	2
19	26	1
19	28	2
19	30	1
19	36	1
19	37	9
19	38	3
19	50	1
20	21	34
20	22	69
20	24	1
20	25	4
20	27	1
20	28	2
20	30	1
20	35	1
20	36	3
20	37	6
20	50	1
21	22	28
21	25	1
21	50	1
22	26	2
22	28	3
22	36	3
22	37	2
22	50	1
22	56	1
24	25	41
24	27	3
24	29	34
24	30	17
24	31	12
24	40	1
25	27	6
25	28	1
25	29	56
25	30	47
25	31	8
25	51	1
26	27	2
26	28	52
26	33	2
26	35	1
26	36	3
26	37	5
26	38	4
26	40	1
27	28	1
27	29	7
27	30	7
27	31	8
27	40	1
27	42	1
28	30	1
28	32	5
28	33	2
28	35	1
28	36	6
28	37	11
28	38	11
28	44	1
28	47	1
28	48	1
28	49	1
28	55	2
28	56	42
28	57	57
28	58	3
28	61	2
28	63	1
28	75	1
28	80	1
28	83	1
28	89	2
28	90	1
28	97	1
28	98	1
28	99	1
28	100	1
29	30	50
29	31	10
29	59	1
30	31	12
30	36	2
30	37	1
31	34	1
32	33	19
32	37	1
32	48	2
33	48	1
33	50	1
33	51	1
34	35	65
36	37	55
36	38	16
36	41	1
36	49	1
37	38	22
37	39	1
37	40	1
37	41	1
37	50	1
37	51	1
37	54	1
38	39	1
38	48	1
38	49	1
39	41	31
40	42	18
41	42	1
42	49	1
42	68	1
42	118	1
42	120	1
44	45	24
44	46	10
44	51	1
44	53	4
45	46	8
45	50	1
45	53	2
46	48	1
46	49	1
46	50	1
46	53	3
47	48	37
47	50	2
47	58	1
48	50	1
48	54	1
49	50	4
49	51	2
49	52	41
49	56	1
49	68	1
49	79	1
49	80	1
50	51	27
50	52	2
50	54	16
51	54	11
52	77	1
52	79	1
56	57	53
56	85	2
56	87	1
56	93	1
56	94	2
56	98	1
56	101	1
57	61	2
57	80	1
57	82	1
57	83	1
57	87	1
57	90	1
57	91	1
57	94	1
57	95	1
57	98	1
57	99	1
57	100	2
58	64	9
58	65	25
58	97	1
58	100	1
59	60	17
61	62	108
61	63	144
61	87	1
61	101	31
61	108	1
61	109	1
61	131	1
62	63	122
62	101	6
62	106	1
62	107	1
62	125	1
62	140	1
62	145	1
63	101	5
63	107	1
63	109	2
63	125	2
63	126	1
63	127	1
63	145	1
63	146	1
64	65	9
65	67	1
65	68	1
65	70	1
65	71	1
65	100	1
65	101	1
66	67	7
66	68	6
66	69	1
66	70	6
66	71	3
66	74	4
66	75	1
66	76	1
67	68	9
67	69	10
67	70	8
67	71	12
67	74	5
67	76	3
67	90	1
67	95	1
68	69	7
68	70	22
68	71	9
68	74	3
68	75	2
68	77	1
68	78	1
69	70	2
69	71	33
69	72	3
69	74	1
69	75	40
69	76	2
70	71	8
70	72	1
70	75	5
70	78	1
71	72	1
71	74	4
71	75	35
71	76	3
72	74	3
74	75	2
74	78	1
75	83	4
75	84	1
75	85	1
75	86	1
75	99	1
75	113	1
75	116	1
75	129	51
75	131	1
75	134	1
75	135	1
75	136	3
75	145	3
75	146	1
75	150	1
75	152	2
77	78	33
77	79	27
77	80	13
78	79	21
78	80	23
78	90	1
78	94	1
78	97	1
78	103	1
79	80	23
79	81	1
79	82	1
79	84	1
79	91	1
79	94	1
79	95	1
79	115	1
79	128	4
80	91	1
81	82	29
81	83	30
81	84	13
81	87	1
81	104	1
81	120	1
82	83	51
82	84	18
83	84	48
83	93	1
83	99	1
83	119	1
83	130	2
83	131	1
83	134	1
83	136	1
83	142	1
83	144	1
83	146	1
83	149	1
83	156	2
84	86	3
84	101	1
84	104	1
84	120	1
84	124	1
84	133	1
84	142	1
84	146	1
85	86	2
85	87	3
85	88	38
85	89	1
85	90	9
85	91	6
85	92	2
85	93	4
85	94	28
85	95	4
85	96	1
85	97	2
85	98	3
85	99	1
85	100	1
85	128	1
86	87	10
86	88	5
86	90	5
86	91	7
86	92	2
86	93	15
86	94	8
86	95	9
86	96	2
86	97	6
86	98	5
86	99	2
86	119	2
86	120	6
86	152	6
87	88	2
87	89	4
87	90	17
87	91	5
87	93	50
87	94	17
87	95	11
87	96	9
87	97	32
87	98	8
87	99	7
87	100	1
87	107	2
87	109	1
87	111	1
87	120	1
87	127	1
87	157	1
88	89	4
88	90	5
88	91	4
88	92	2
88	93	1
88	94	20
88	95	2
88	97	2
88	98	2
88	99	2
89	91	1
89	94	5
89	95	17
89	96	7
89	97	7
89	98	38
89	99	1
90	91	15
90	92	22
90	93	6
90	94	20
90	95	4
90	96	2
90	97	10
90	98	6
90	99	1
90	106	1
90	108	1
90	119	2
90	120	4
90	121	2
90	124	1
90	129	1
90	140	1
91	92	16
91	93	11
91	94	6
91	95	13
91	96	1
91	97	3
91	98	3
91	99	6
91	109	1
91	140	2
92	94	2
92	97	1
92	98	2
92	99	1
92	120	1
92	121	1
93	94	9
93	95	10
93	96	8
93	97	18
93	98	4
93	99	5
93	111	1
93	120	4
93	126	3
93	154	1
93	156	1
93	157	1
94	95	5
94	96	3
94	97	11
94	98	6
94	99	2
94	102	1
94	104	1
94	105	1
94	110	1
94	120	1
94	128	1
94	147	37
94	149	2
94	150	1
94	165	1
95	96	16
95	97	7
95	98	19
95	99	1
95	109	1
96	97	4
96	98	20
96	99	3
96	107	1
97	98	9
97	99	3
97	100	1
97	110	1
97	111	1
97	115	1
97	118	1
97	119	1
97	120	9
97	150	2
97	155	2
97	157	7
98	99	4
99	118	1
99	120	1
99	140	2
99	149	1
99	152	2
100	131	1
100	160	1
100	164	1
100	168	1
100	170	1
100	177	2
100	178	1
100	182	1
100	184	1
101	106	1
101	139	1
102	103	20
102	107	1
102	127	1
103	110	1
103	127	1
103	129	1
104	105	24
104	107	1
104	118	1
104	125	1
106	107	40
106	108	43
106	109	64
106	110	1
106	111	1
106	116	1
106	118	1
106	126	1
106	127	1
107	108	36
107	109	42
107	110	2
