200
0	1	10
0	2	9
0	9	1
0	10	1
0	13	1
0	15	1
0	20	1
0	22	1
0	23	1
1	2	10
1	3	2
1	4	1
1	5	1
1	6	1
1	9	1
1	10	2
1	13	1
1	15	1
1	16	1
2	3	2
2	5	1
2	6	1
2	8	1
2	9	2
2	10	2
2	12	1
2	15	2
2	16	1
2	26	1
3	4	10
3	5	1
3	6	2
3	7	1
3	8	1
3	9	2
3	10	2
3	11	2
3	12	1
3	13	3
3	15	1
3	16	10
3	20	1
3	21	2
3	28	1
4	5	1
4	8	1
4	9	2
4	10	2
4	11	1
4	12	2
4	13	3
4	16	10
4	20	1
4	21	1
4	23	1
4	26	1
5	6	10
5	7	5
5	8	4
5	10	1
5	14	1
5	26	2
5	27	1
5	28	1
6	7	8
6	8	5
6	9	1
6	14	1
6	21	2
6	26	2
6	27	1
6	35	1
7	8	3
7	9	1
7	10	2
7	11	1
7	14	1
8	10	1
8	26	3
8	33	1
9	10	10
9	11	1
9	13	2
9	15	2
9	27	1
10	11	1
10	13	3
10	15	1
10	28	1
11	13	1
11	14	1
11	24	1
12	13	10
12	14	1
12	16	1
12	37	1
12	38	1
12	39	1
13	14	1
13	16	3
13	25	1
13	37	1
13	38	1
13	39	1
14	15	2
15	16	2
15	19	1
15	26	1
16	20	1
16	21	2
16	22	1
16	23	2
17	18	9
17	19	6
18	19	4
18	30	1
19	21	1
19	22	1
19	26	1
19	30	1
20	21	7
20	22	9
20	23	5
21	22	9
21	23	9
21	27	1
21	28	1
22	23	6
22	25	1
22	27	1
23	27	1
24	25	6
24	30	1
24	31	1
25	31	1
26	31	1
26	33	1
26	37	1
26	41	1
26	44	1
26	51	1
27	28	10
27	29	1
27	30	1
27	31	1
27	33	1
28	30	1
28	31	1
28	33	1
29	30	10
29	31	1
29	36	1
29	41	1
30	31	2
30	34	8
30	36	1
30	37	1
30	39	1
30	41	1
30	42	1
30	43	1
31	32	1
31	33	2
32	33	8
32	36	1
33	36	1
33	37	1
33	38	1
33	39	1
34	35	2
35	41	1
37	38	9
37	39	1
37	42	1
38	39	2
38	41	1
38	42	1
38	43	1
39	41	1
40	41	10
40	78	1
41	43	1
41	46	1
41	49	1
41	57	1
42	43	10
44	45	10
44	55	1
45	47	1
45	60	1
45	77	1
45	78	1
46	48	1
47	48	10
47	53	1
47	62	1
47	63	1
47	67	1
48	53	1
48	56	1
49	50	7
51	52	3
53	54	10
53	55	10
53	57	1
53	81	1
54	55	7
54	81	1
57	72	1
57	85	1
57	91	1
57	97	1
57	100	1
57	101	1
57	102	1
58	59	3
58	60	5
58	61	1
58	62	1
58	63	1
58	65	3
58	66	1
58	67	1
58	68	3
58	69	1
58	70	2
58	71	5
58	73	1
58	74	1
58	75	1
58	76	2
58	79	1
58	82	1
59	60	1
59	61	9
59	62	2
59	63	3
59	64	2
59	66	7
59	67	2
59	70	1
59	71	1
59	72	1
59	79	1
59	80	1
60	61	1
60	62	1
60	63	1
60	65	1
60	66	2
60	67	1
60	68	1
60	71	2
60	72	1
60	75	2
60	79	1
60	81	1
61	62	1
61	63	1
61	64	2
61	65	3
61	66	4
61	67	1
61	68	2
61	70	1
61	71	1
61	75	1
61	76	1
61	79	2
61	80	1
61	81	1
62	63	3
62	64	4
62	65	2
62	66	2
62	67	3
62	68	1
62	69	1
62	71	1
62	72	1
62	78	1
62	79	2
63	64	7
63	65	6
63	66	4
63	67	10
63	68	2
63	72	1
63	74	1
63	75	1
63	77	1
63	80	6
63	81	1
63	87	1
64	65	1
64	66	1
64	67	8
64	76	1
64	79	1
64	80	6
64	81	1
65	66	2
65	67	3
65	68	2
65	70	2
65	71	1
65	72	1
65	73	1
65	74	1
65	75	1
65	76	2
65	78	1
65	79	3
65	87	1
66	67	4
66	68	2
66	69	1
66	70	2
66	71	2
66	72	2
66	78	1
66	79	3
66	87	1
67	68	2
67	71	1
67	72	1
67	74	1
67	77	1
67	78	1
67	80	7
67	81	1
67	83	1
68	69	3
68	70	7
68	71	2
68	72	1
68	74	1
68	75	5
68	76	2
68	77	1
68	79	1
68	81	1
68	83	1
68	87	1
69	70	6
69	71	1
69	72	1
69	73	2
69	75	1
69	76	1
69	79	1
70	71	2
70	72	1
70	73	3
70	75	3
70	76	4
70	79	2
70	87	1
71	72	1
71	73	1
71	75	1
71	76	2
71	79	3
71	82	1
71	83	1
71	87	1
72	74	4
72	75	5
72	76	1
72	77	7
72	78	7
72	81	1
72	102	1
73	74	1
73	75	1
73	76	5
73	80	1
73	87	1
74	75	4
74	77	6
74	78	7
75	76	2
75	77	4
75	78	2
75	80	1
75	81	1
76	79	1
77	78	10
77	80	1
77	81	1
77	83	1
77	88	1
78	79	1
79	80	1
82	83	10
83	93	1
84	85	6
84	86	9
84	89	1
84	100	1
84	104	1
85	86	10
85	100	1
86	88	2
86	94	1
86	98	1
86	100	1
87	88	1
87	90	1
87	91	1
87	97	1
87	100	1
87	101	1
87	106	1
88	89	9
88	90	5
88	91	3
88	92	5
88	93	2
88	94	6
88	95	3
88	96	2
88	97	3
88	98	4
88	99	1
88	100	8
88	101	5
88	102	1
88	103	2
88	107	1
89	90	4
89	91	4
89	92	6
89	93	4
89	94	6
89	95	5
89	96	2
89	97	3
89	98	6
89	99	1
89	100	6
89	101	4
89	107	1
90	91	3
90	92	2
90	93	3
90	94	8
90	95	2
90	96	1
90	97	3
90	98	2
90	99	1
90	100	5
90	101	4
90	103	1
91	92	8
91	93	4
91	94	2
91	95	3
91	96	1
91	97	5
91	98	8
91	100	2
91	101	2
91	103	1
91	106	1
91	108	1
91	109	1
91	113	1
92	93	6
92	94	2
92	95	3
92	96	3
92	97	6
92	98	6
92	100	3
92	101	2
92	103	2
92	108	1
92	109	1
93	94	2
93	95	10
93	96	9
93	97	2
93	98	6
93	99	2
93	100	1
93	101	3
93	103	1
93	107	1
94	95	2
94	96	1
94	97	1
94	98	3
94	100	6
94	101	3
94	103	2
94	109	1
95	96	10
95	97	4
95	98	3
95	99	1
95	100	2
95	101	2
95	103	1
95	109	1
96	97	3
96	98	1
96	100	1
96	108	1
97	98	8
97	99	2
97	100	4
97	101	6
97	103	1
97	112	1
98	100	5
98	101	2
99	102	1
100	101	8
100	102	1
100	103	1
101	103	2
101	109	1
104	105	10
108	109	10
108	110	1
108	111	1
108	113	1
109	110	2
109	111	1
109	112	1
109	113	2
110	117	1
110	119	1
110	121	1
111	112	6
111	113	3
112	113	4
114	115	9
115	116	1
115	120	1
115	121	1
115	123	1
115	124	1
115	125	1
115	126	1
115	127	1
115	130	1
115	132	1
115	138	2
116	117	9
116	123	1
116	124	1
116	127	1
117	121	2
117	124	1
117	128	1
118	119	5
120	121	10
120	125	1
121	122	1
121	125	1
123	124	10
123	125	10
123	126	1
123	131	1
123	132	1
123	133	1
124	125	10
124	132	1
127	128	10
127	129	4
127	130	10
127	132	1
128	129	3
128	130	10
129	130	4
129	138	1
130	135	1
131	132	10
131	135	1
131	137	1
132	135	1
132	137	1
133	134	4
133	135	1
133	138	2
133	142	1
133	143	1
134	138	1
134	158	1
135	138	1
136	137	10
136	165	1
137	158	1
137	163	1
137	164	1
137	165	1
137	166	1
137	169	1
137	170	1
137	173	7
